Year,County,Region,Child_Population,% of Children in Total Population,Total_Population
2015,Refugio,11-Edinburg,1717,23,7475
2015,Roberts,1-Lubbock,237,25,955
2015,Robertson,7-Austin,3809,23,16713
2015,Rockwall,3-Arlington,24225,27,89731
2015,Runnels,2-Abilene,2534,24,10726
2015,Rusk,4-Tyler,11753,22,53046
2015,Sabine,5-Beaumont,1913,18,10372
2015,San Augustine,5-Beaumont,1672,19,8631
2015,San Jacinto,5-Beaumont,6168,22,27583
2015,San Patricio,11-Edinburg,17969,26,67868
2015,San Saba,7-Austin,1153,19,5945
2015,Schleicher,9-Midland,922,28,3296
2015,Scurry,2-Abilene,4366,25,17598
2015,Shackelford,2-Abilene,770,23,3370
2015,Shelby,5-Beaumont,6699,26,25552
2015,Sherman,1-Lubbock,831,27,3120
2015,Smith,4-Tyler,55462,25,222690
2015,Somervell,3-Arlington,2009,23,8832
2015,Starr,11-Edinburg,20113,32,63044
2015,Stephens,2-Abilene,2191,23,9589
2015,Sterling,9-Midland,269,22,1199
2015,Stonewall,2-Abilene,310,21,1498
2015,Sutton,9-Midland,1005,24,4221
2015,Swisher,1-Lubbock,1887,25,7576
2015,Tarrant,3-Arlington,523708,27,1973526
2015,Taylor,2-Abilene,33423,25,135587
2015,Terrell,9-Midland,207,20,1022
2015,Terry,1-Lubbock,3374,26,12834
2015,Throckmorton,2-Abilene,317,20,1556
2015,Titus,4-Tyler,9389,29,32731
2015,Tom Green,9-Midland,26860,23,116140
2015,Travis,7-Austin,267332,23,1157447
2015,Trinity,5-Beaumont,2774,19,14429
2015,Tyler,5-Beaumont,4119,19,21503
2015,Upshur,4-Tyler,9278,23,40422
2015,Upton,9-Midland,968,27,3645
2015,Uvalde,8-San Antonio,7174,27,27040
2015,Val Verde,8-San Antonio,13970,29,48649
2015,Van Zandt,4-Tyler,12317,23,54009
2015,Victoria,8-San Antonio,22779,25,91894
2015,Walker,6-Houston,11936,17,70407
2015,Waller,6-Houston,11089,24,46782
2015,Ward,9-Midland,3331,28,11914
2015,Washington,7-Austin,7534,22,34373
2015,Webb,11-Edinburg,83785,32,262486
2015,Wharton,6-Houston,10772,26,41645
2015,Wheeler,1-Lubbock,1393,25,5599
2015,Wichita,2-Abilene,29876,23,132213
2015,Wilbarger,2-Abilene,3173,24,13266
2015,Willacy,11-Edinburg,5553,25,22166
2015,Williamson,7-Austin,134627,27,500485
2015,Wilson,8-San Antonio,11333,24,47206
2015,Winkler,9-Midland,2377,29,8062
2015,Wise,3-Arlington,14900,24,62467
2015,Wood,4-Tyler,8626,20,43677
2015,Yoakum,1-Lubbock,2663,32,8449
2015,Young,2-Abilene,4392,24,18571
2015,Zapata,11-Edinburg,4710,33,14282
2015,Zavala,8-San Antonio,3719,31,12180
2014,Anderson,4-Tyler,11234,19,58428
2014,Andrews,9-Midland,5125,30,17229
2014,Angelina,5-Beaumont,23309,26,88489
2014,Aransas,11-Edinburg,4609,19,24851
2014,Archer,2-Abilene,1932,22,8725
2014,Armstrong,1-Lubbock,373,19,1928
2014,Atascosa,8-San Antonio,12882,27,47394
2014,Austin,6-Houston,6908,24,29208
2014,Bailey,1-Lubbock,2267,31,7356
2014,Bandera,8-San Antonio,3621,17,20763
2014,Bastrop,7-Austin,20071,25,78891
2014,Baylor,2-Abilene,797,22,3669
2014,Bee,11-Edinburg,7127,22,32839
2014,Bell,7-Austin,95034,29,328465
2014,Bexar,8-San Antonio,489367,26,1860266
2014,Blanco,7-Austin,2161,20,10886
2014,Borden,9-Midland,115,18,656
2014,Bosque,7-Austin,3858,21,17998
2014,Bowie,4-Tyler,20939,23,92584
2014,Brazoria,6-Houston,90160,27,337303
2014,Brazos,7-Austin,44361,22,206096
2014,Brewster,10-El Paso,1969,21,9230
2014,Briscoe,1-Lubbock,331,21,1600
2014,Brooks,11-Edinburg,1913,26,7221
2014,Brown,2-Abilene,8867,23,38495
2014,Burleson,7-Austin,3965,23,17414
2014,Burnet,7-Austin,9906,22,44838
2014,Caldwell,7-Austin,10374,26,40432
2014,Calhoun,8-San Antonio,5568,25,21996
2014,Callahan,2-Abilene,2910,22,13488
2014,Cameron,11-Edinburg,130534,31,416308
2014,Camp,4-Tyler,3279,26,12758
2014,Carson,1-Lubbock,1420,24,5989
2014,Cass,4-Tyler,6804,22,30489
2014,Castro,1-Lubbock,2220,29,7637
2014,Chambers,6-Houston,10122,27,37652
2014,Cherokee,4-Tyler,13267,26,51438
2014,Childress,1-Lubbock,1464,21,7062
2014,Clay,2-Abilene,2143,21,10361
2014,Cochran,1-Lubbock,899,28,3165
2014,Coke,9-Midland,658,20,3278
2014,Coleman,2-Abilene,1945,22,8730
2014,Collin,3-Arlington,241744,28,879201
2014,Collingsworth,1-Lubbock,828,27,3093
2014,Colorado,6-Houston,4875,23,21009
2014,Comal,8-San Antonio,27749,23,122263
2014,Comanche,2-Abilene,3142,23,13607
2014,Concho,9-Midland,551,13,4095
2014,Cooke,3-Arlington,9332,24,38942
2014,Coryell,7-Austin,20646,27,76474
2014,Cottle,2-Abilene,331,22,1501
2014,Crane,9-Midland,1430,29,5010
2014,Crockett,9-Midland,967,25,3849
2014,Crosby,1-Lubbock,1667,27,6182
2014,Culberson,10-El Paso,549,24,2330
2014,Dallam,1-Lubbock,2082,30,6884
2014,Dallas,3-Arlington,683635,27,2514350
2014,Dawson,9-Midland,3287,24,13697
2014,DeWitt,8-San Antonio,4474,22,20693
2014,Deaf Smith,1-Lubbock,5923,31,18813
2014,Delta,4-Tyler,1116,21,5281
2014,Denton,3-Arlington,195830,26,748901
2014,Dickens,1-Lubbock,388,17,2283
2014,Dimmit,8-San Antonio,3088,29,10598
2014,Donley,1-Lubbock,704,20,3542
2014,Duval,11-Edinburg,3017,26,11819
2014,Eastland,2-Abilene,4145,22,18445
2014,Ector,9-Midland,45449,30,154070
2014,Edwards,8-San Antonio,394,20,1995
2014,El Paso,10-El Paso,237935,29,831949
2014,Ellis,3-Arlington,43663,27,160531
2014,Erath,3-Arlington,8471,22,39123
2014,Falls,7-Austin,3619,21,17347
2014,Fannin,3-Arlington,7130,21,34147
2014,Fayette,7-Austin,5399,22,25067
2014,Fisher,2-Abilene,815,21,3952
2014,Floyd,1-Lubbock,1632,27,6090
2014,Foard,2-Abilene,246,19,1274
2014,Fort Bend,6-Houston,186665,28,677179
2014,Franklin,4-Tyler,2630,25,10700
2014,Freestone,7-Austin,4486,23,19830
2014,Frio,8-San Antonio,4372,24,18282
2014,Gaines,9-Midland,6540,34,19269
2014,Galveston,6-Houston,78137,25,315903
2014,Garza,1-Lubbock,1311,20,6580
2014,Gillespie,8-San Antonio,4884,19,25273
2014,Glasscock,9-Midland,305,24,1273
2014,Goliad,8-San Antonio,1563,21,7420
2014,Gonzales,8-San Antonio,5473,27,20473
2014,Gray,1-Lubbock,5663,25,23083
2014,Grayson,3-Arlington,29708,24,125302
2014,Gregg,4-Tyler,31558,26,123613
2014,Grimes,7-Austin,6036,22,27526
2014,Guadalupe,8-San Antonio,38021,26,145580
2014,Hale,1-Lubbock,9867,28,35055
2014,Hall,1-Lubbock,805,24,3303
2014,Hamilton,7-Austin,1800,22,8370
2014,Hansford,1-Lubbock,1662,29,5669
2014,Hardeman,2-Abilene,961,24,3983
2014,Hardin,5-Beaumont,13615,25,55546
2014,Harris,6-Houston,1217369,27,4439257
2014,Harrison,4-Tyler,17041,26,66764
2014,Hartley,1-Lubbock,1264,21,6020
2014,Haskell,2-Abilene,1186,20,5952
2014,Hays,7-Austin,44168,24,184417
2014,Hemphill,1-Lubbock,1227,30,4073
2014,Henderson,4-Tyler,17359,22,79723
2014,Hidalgo,11-Edinburg,262878,32,812661
2014,Hill,7-Austin,8512,24,35396
2014,Hockley,1-Lubbock,6294,27,23530
2014,Hood,3-Arlington,11025,20,54101
2014,Hopkins,4-Tyler,8687,24,35958
2014,Houston,5-Beaumont,4577,20,23236
2014,Howard,9-Midland,8417,23,37225
2014,Hudspeth,10-El Paso,847,25,3411
2014,Hunt,3-Arlington,21145,24,89458
2014,Hutchinson,1-Lubbock,5543,25,21823
2014,Irion,9-Midland,304,20,1546
2014,Jack,2-Abilene,1900,21,8949
2014,Jackson,8-San Antonio,3780,26,14777
2014,Jasper,5-Beaumont,8494,24,35727
2014,Jeff Davis,10-El Paso,339,15,2212
2014,Jefferson,5-Beaumont,59160,23,254671
2014,Jim Hogg,11-Edinburg,1507,29,5210
2014,Jim Wells,11-Edinburg,11691,28,41678
2014,Johnson,3-Arlington,41754,26,159112
2014,Jones,2-Abilene,3465,17,19955
2014,Karnes,8-San Antonio,3049,20,14978
2014,Kaufman,3-Arlington,30145,27,111494
2014,Kendall,8-San Antonio,8704,23,37826
2014,Kenedy,11-Edinburg,99,23,439
2014,Kent,2-Abilene,165,21,792
2014,Kerr,8-San Antonio,10029,20,50604
2014,Kimble,9-Midland,853,19,4487
2014,King,1-Lubbock,61,21,292
2014,Kinney,8-San Antonio,682,19,3499
2014,Kleberg,11-Edinburg,7521,24,31366
2014,Knox,2-Abilene,950,25,3786
2014,La Salle,8-San Antonio,1495,20,7421
2014,Lamar,4-Tyler,11602,23,49938
2014,Lamb,1-Lubbock,3666,27,13474
2014,Lampasas,7-Austin,4576,23,20169
2014,Lavaca,8-San Antonio,4541,23,19683
2014,Lee,7-Austin,4189,25,17007
2014,Leon,7-Austin,3739,22,17123
2014,Liberty,6-Houston,19581,25,79318
2014,Limestone,7-Austin,5334,23,23463
2014,Lipscomb,1-Lubbock,884,26,3425
2014,Live Oak,11-Edinburg,2295,20,11688
2014,Llano,7-Austin,3023,16,19323
2014,Loving,9-Midland,11,13,86
2014,Lubbock,1-Lubbock,70994,24,292195
2014,Lynn,1-Lubbock,1511,26,5737
2014,Madison,7-Austin,3042,22,13960
2014,Marion,4-Tyler,1928,18,10478
2014,Martin,9-Midland,1495,29,5237
2014,Mason,9-Midland,794,20,3949
2014,Matagorda,6-Houston,9224,25,36887
2014,Maverick,8-San Antonio,17814,32,56529
2014,McCulloch,9-Midland,1947,23,8393
2014,McLennan,7-Austin,62408,26,242012
2014,McMullen,11-Edinburg,128,17,738
2014,Medina,8-San Antonio,11538,24,47769
2014,Menard,9-Midland,418,19,2206
2014,Midland,9-Midland,42262,27,153832
2014,Milam,7-Austin,6094,25,24653
2014,Mills,7-Austin,1080,22,4879
2014,Mitchell,2-Abilene,1802,19,9581
2014,Montague,2-Abilene,4355,22,19508
2014,Montgomery,6-Houston,134996,26,513529
2014,Moore,1-Lubbock,6656,31,21762
2014,Morris,4-Tyler,2830,22,12743
2014,Motley,1-Lubbock,241,20,1197
2014,Nacogdoches,5-Beaumont,13985,22,63644
2014,Navarro,3-Arlington,12191,25,47876
2014,Newton,5-Beaumont,2916,21,14117
2014,Nolan,2-Abilene,3937,26,15334
2014,Nueces,11-Edinburg,90128,25,356712
2014,Ochiltree,1-Lubbock,3270,31,10626
2014,Oldham,1-Lubbock,661,31,2120
2014,Orange,5-Beaumont,19678,24,83588
2014,Palo Pinto,3-Arlington,6566,23,28006
2014,Panola,4-Tyler,5899,24,24155
2014,Parker,3-Arlington,29647,24,123954
2014,Parmer,1-Lubbock,2853,29,9801
2014,Pecos,9-Midland,3873,24,15984
2014,Polk,5-Beaumont,9370,20,46700
2014,Potter,1-Lubbock,32448,27,121993
2014,Presidio,10-El Paso,1804,26,6918
2014,Rains,4-Tyler,2204,20,11102
2014,Randall,1-Lubbock,30953,24,126686
2014,Reagan,9-Midland,1062,29,3655
2014,Real,8-San Antonio,606,18,3357
2014,Red River,4-Tyler,2602,20,12789
2014,Reeves,9-Midland,3162,22,14483
2014,Refugio,11-Edinburg,1715,23,7454
2014,Roberts,1-Lubbock,236,25,946
2014,Robertson,7-Austin,3856,23,16704
2014,Rockwall,3-Arlington,24080,28,87381
2014,Runnels,2-Abilene,2563,24,10674
2014,Rusk,4-Tyler,11824,22,53097
2014,Sabine,5-Beaumont,1935,19,10462
2014,San Augustine,5-Beaumont,1679,19,8660
2014,San Jacinto,5-Beaumont,6141,22,27337
2014,San Patricio,11-Edinburg,17949,27,67203
2014,San Saba,7-Austin,1180,20,5965
2014,Schleicher,9-Midland,939,28,3305
2014,Scurry,2-Abilene,4358,25,17441
2014,Shackelford,2-Abilene,765,23,3356
2014,Shelby,5-Beaumont,6680,26,25542
2014,Sherman,1-Lubbock,832,27,3096
2014,Smith,4-Tyler,55061,25,220076
2014,Somervell,3-Arlington,2049,23,8744
2014,Starr,11-Edinburg,20140,32,62651
2014,Stephens,2-Abilene,2195,23,9583
2014,Sterling,9-Midland,276,23,1189
2014,Stonewall,2-Abilene,310,21,1494
2014,Sutton,9-Midland,1017,24,4187
2014,Swisher,1-Lubbock,1923,25,7613
2014,Tarrant,3-Arlington,520227,27,1940281
2014,Taylor,2-Abilene,33125,25,134797
2014,Terrell,9-Midland,209,21,1009
2014,Terry,1-Lubbock,3356,26,12790
2014,Throckmorton,2-Abilene,321,20,1571
2014,Titus,4-Tyler,9473,29,32663
2014,Tom Green,9-Midland,26604,23,114841
2014,Travis,7-Austin,262552,23,1130447
2014,Trinity,5-Beaumont,2803,19,14459
2014,Tyler,5-Beaumont,4130,19,21547
2014,Upshur,4-Tyler,9348,23,40201
2014,Upton,9-Midland,966,27,3583
2014,Uvalde,8-San Antonio,7220,27,26870
2014,Val Verde,8-San Antonio,14055,29,48718
2014,Van Zandt,4-Tyler,12325,23,53704
2014,Victoria,8-San Antonio,22795,25,90819
2014,Walker,6-Houston,11752,17,69862
2014,Waller,6-Houston,11044,24,46013
2014,Ward,9-Midland,3241,28,11630
2014,Washington,7-Austin,7485,22,34207
2014,Webb,11-Edinburg,84391,32,259968
2014,Wharton,6-Houston,10810,26,41583
2014,Wheeler,1-Lubbock,1387,25,5562
2014,Wichita,2-Abilene,30056,23,132009
2014,Wilbarger,2-Abilene,3208,24,13301
2014,Willacy,11-Edinburg,5605,25,22154
2014,Williamson,7-Austin,132120,27,484096
2014,Wilson,8-San Antonio,11304,24,46322
2014,Winkler,9-Midland,2321,30,7844
2014,Wise,3-Arlington,14961,24,61785
2014,Wood,4-Tyler,8595,20,43328
2014,Yoakum,1-Lubbock,2615,31,8318
2014,Young,2-Abilene,4368,24,18561
2014,Zapata,11-Edinburg,4717,33,14240
2014,Zavala,8-San Antonio,3671,30,12065
2013,Anderson,4-Tyler,11273,19,58453
2013,Andrews,9-Midland,4906,30,16556
2013,Angelina,5-Beaumont,23319,26,88085
2013,Aransas,11-Edinburg,4564,19,24407
2013,Archer,2-Abilene,1992,23,8794
2013,Armstrong,1-Lubbock,376,20,1919
2013,Atascosa,8-San Antonio,12882,28,46746
2013,Austin,6-Houston,6936,24,29004
2013,Bailey,1-Lubbock,2265,31,7307
2013,Bandera,8-San Antonio,3702,18,20685
2013,Bastrop,7-Austin,19938,26,77707
2013,Baylor,2-Abilene,783,21,3674
2013,Bee,11-Edinburg,7076,22,32579
2013,Bell,7-Austin,93427,29,324039
2013,Bexar,8-San Antonio,482657,26,1823167
2013,Blanco,7-Austin,2182,20,10781
2013,Borden,9-Midland,124,19,650
2013,Bosque,7-Austin,3890,22,18034
2013,Bowie,4-Tyler,21245,23,92576
2013,Brazoria,6-Houston,89287,27,331171
2013,Brazos,7-Austin,43179,21,203284
2013,Brewster,10-El Paso,1963,21,9222
2013,Briscoe,1-Lubbock,338,21,1602
2013,Brooks,11-Edinburg,1933,27,7219
2013,Brown,2-Abilene,8923,23,38399
2013,Burleson,7-Austin,3985,23,17362
2013,Burnet,7-Austin,9874,22,44285
2013,Caldwell,7-Austin,10250,26,39806
2013,Calhoun,8-San Antonio,5557,25,21840
2013,Callahan,2-Abilene,2981,22,13503
2013,Cameron,11-Edinburg,131325,32,413943
2013,Camp,4-Tyler,3279,26,12660
2013,Carson,1-Lubbock,1463,24,6036
2013,Cass,4-Tyler,6833,22,30495
2013,Castro,1-Lubbock,2277,29,7727
2013,Chambers,6-Houston,10071,27,36973
2013,Cherokee,4-Tyler,13219,26,51282
2013,Childress,1-Lubbock,1457,21,7060
2013,Clay,2-Abilene,2208,21,10456
2013,Cochran,1-Lubbock,897,29,3142
2013,Coke,9-Midland,664,20,3285
2013,Coleman,2-Abilene,1958,22,8762
2013,Collin,3-Arlington,238090,28,854441
2013,Collingsworth,1-Lubbock,834,27,3076
2013,Colorado,6-Houston,4857,23,20964
2013,Comal,8-San Antonio,27112,23,118614
2013,Comanche,2-Abilene,3163,23,13689
2013,Concho,9-Midland,557,14,4088
2013,Cooke,3-Arlington,9446,24,38792
2013,Coryell,7-Austin,20796,27,76245
2013,Cottle,2-Abilene,334,22,1496
2013,Crane,9-Midland,1376,28,4831
2013,Crockett,9-Midland,964,25,3813
2013,Crosby,1-Lubbock,1660,27,6134
2013,Culberson,10-El Paso,572,24,2348
2013,Dallam,1-Lubbock,2050,30,6821
2013,Dallas,3-Arlington,675797,27,2477724
2013,Dawson,9-Midland,3322,24,13718
2013,DeWitt,8-San Antonio,4457,22,20526
2013,Deaf Smith,1-Lubbock,5996,32,18947
2013,Delta,4-Tyler,1124,21,5258
2013,Denton,3-Arlington,192656,27,726618
2013,Dickens,1-Lubbock,410,18,2311
2013,Dimmit,8-San Antonio,3033,29,10420
2013,Donley,1-Lubbock,699,20,3562
2013,Duval,11-Edinburg,3016,26,11809
2013,Eastland,2-Abilene,4151,22,18458
2013,Ector,9-Midland,43934,29,149560
2013,Edwards,8-San Antonio,403,20,1988
2013,El Paso,10-El Paso,238375,29,824296
2013,Ellis,3-Arlington,43658,28,157767
2013,Erath,3-Arlington,8429,22,38792
2013,Falls,7-Austin,3663,21,17479
2013,Fannin,3-Arlington,7171,21,34075
2013,Fayette,7-Austin,5417,22,24934
2013,Fisher,2-Abilene,811,21,3946
2013,Floyd,1-Lubbock,1663,27,6159
2013,Foard,2-Abilene,247,19,1285
2013,Fort Bend,6-Houston,183299,28,653147
2013,Franklin,4-Tyler,2613,24,10668
2013,Freestone,7-Austin,4505,23,19823
2013,Frio,8-San Antonio,4295,24,18006
2013,Gaines,9-Midland,6424,34,18813
2013,Galveston,6-Houston,76887,25,309571
2013,Garza,1-Lubbock,1296,20,6541
2013,Gillespie,8-San Antonio,4903,19,25153
2013,Glasscock,9-Midland,315,25,1261
2013,Goliad,8-San Antonio,1564,21,7359
2013,Gonzales,8-San Antonio,5433,27,20306
2013,Gray,1-Lubbock,5598,24,22924
2013,Grayson,3-Arlington,29504,24,124167
2013,Gregg,4-Tyler,31424,26,123148
2013,Grimes,7-Austin,6030,22,27286
2013,Guadalupe,8-San Antonio,37523,26,141895
2013,Hale,1-Lubbock,10034,28,35355
2013,Hall,1-Lubbock,824,25,3306
2013,Hamilton,7-Austin,1797,21,8399
2013,Hansford,1-Lubbock,1661,29,5647
2013,Hardeman,2-Abilene,977,24,4019
2013,Hardin,5-Beaumont,13751,25,55331
2013,Harris,6-Houston,1198398,28,4351290
2013,Harrison,4-Tyler,16973,26,66482
2013,Hartley,1-Lubbock,1291,21,6018
2013,Haskell,2-Abilene,1191,20,5926
2013,Hays,7-Austin,42857,24,177267
2013,Hemphill,1-Lubbock,1180,30,3993
2013,Henderson,4-Tyler,17469,22,79425
2013,Hidalgo,11-Edinburg,263979,33,803166
2013,Hill,7-Austin,8535,24,35328
2013,Hockley,1-Lubbock,6226,27,23349
2013,Hood,3-Arlington,10940,21,53357
2013,Hopkins,4-Tyler,8730,24,35755
2013,Houston,5-Beaumont,4616,20,23335
2013,Howard,9-Midland,8238,23,36614
2013,Hudspeth,10-El Paso,887,26,3419
2013,Hunt,3-Arlington,21155,24,88570
2013,Hutchinson,1-Lubbock,5604,26,21897
2013,Irion,9-Midland,317,20,1550
2013,Jack,2-Abilene,1909,21,8969
2013,Jackson,8-San Antonio,3725,26,14596
2013,Jasper,5-Beaumont,8551,24,35725
2013,Jeff Davis,10-El Paso,357,16,2228
2013,Jefferson,5-Beaumont,59216,23,254084
2013,Jim Hogg,11-Edinburg,1516,29,5230
2013,Jim Wells,11-Edinburg,11690,28,41450
2013,Johnson,3-Arlington,41500,26,157027
2013,Jones,2-Abilene,3517,18,20009
2013,Karnes,8-San Antonio,3013,20,14926
2013,Kaufman,3-Arlington,30001,27,109360
2013,Kendall,8-San Antonio,8570,23,36647
2013,Kenedy,11-Edinburg,97,22,434
2013,Kent,2-Abilene,173,22,799
2013,Kerr,8-San Antonio,10024,20,50330
2013,Kimble,9-Midland,875,19,4513
2013,King,1-Lubbock,62,21,289
2013,Kinney,8-San Antonio,690,20,3515
2013,Kleberg,11-Edinburg,7662,24,31539
2013,Knox,2-Abilene,946,25,3763
2013,La Salle,8-San Antonio,1466,20,7284
2013,Lamar,4-Tyler,11708,23,49910
2013,Lamb,1-Lubbock,3740,28,13598
2013,Lampasas,7-Austin,4631,23,20035
2013,Lavaca,8-San Antonio,4495,23,19562
2013,Lee,7-Austin,4230,25,16906
2013,Leon,7-Austin,3699,22,17021
2013,Liberty,6-Houston,19432,25,78374
2013,Limestone,7-Austin,5356,23,23430
2013,Lipscomb,1-Lubbock,895,26,3397
2013,Live Oak,11-Edinburg,2289,20,11632
2013,Llano,7-Austin,3036,16,19319
2013,Loving,9-Midland,10,12,85
2013,Lubbock,1-Lubbock,70187,24,288773
2013,Lynn,1-Lubbock,1524,26,5766
2013,Madison,7-Austin,2996,22,13865
2013,Marion,4-Tyler,1936,18,10490
2013,Martin,9-Midland,1478,29,5122
2013,Mason,9-Midland,808,20,3958
2013,Matagorda,6-Houston,9293,25,36837
2013,Maverick,8-San Antonio,17903,32,55961
2013,McCulloch,9-Midland,1957,23,8352
2013,McLennan,7-Austin,61831,26,240212
2013,McMullen,11-Edinburg,125,17,730
2013,Medina,8-San Antonio,11617,25,47316
2013,Menard,9-Midland,424,19,2209
2013,Midland,9-Midland,40871,27,149190
2013,Milam,7-Austin,6163,25,24657
2013,Mills,7-Austin,1105,23,4889
2013,Mitchell,2-Abilene,1790,19,9537
2013,Montague,2-Abilene,4373,22,19549
2013,Montgomery,6-Houston,132544,27,498464
2013,Moore,1-Lubbock,6729,31,21790
2013,Morris,4-Tyler,2869,22,12788
2013,Motley,1-Lubbock,246,21,1199
2013,Nacogdoches,5-Beaumont,14214,22,63845
2013,Navarro,3-Arlington,12391,26,47843
2013,Newton,5-Beaumont,2999,21,14184
2013,Nolan,2-Abilene,3940,26,15300
2013,Nueces,11-Edinburg,89503,25,352497
2013,Ochiltree,1-Lubbock,3264,31,10514
2013,Oldham,1-Lubbock,695,33,2107
2013,Orange,5-Beaumont,19806,24,83138
2013,Palo Pinto,3-Arlington,6674,24,28019
2013,Panola,4-Tyler,5838,24,24063
2013,Parker,3-Arlington,29636,24,122108
2013,Parmer,1-Lubbock,2920,29,9913
2013,Pecos,9-Midland,3827,24,15863
2013,Polk,5-Beaumont,9411,20,46336
2013,Potter,1-Lubbock,32749,27,121780
2013,Presidio,10-El Paso,1901,27,7120
2013,Rains,4-Tyler,2239,20,11053
2013,Randall,1-Lubbock,30687,25,125035
2013,Reagan,9-Midland,1048,29,3575
2013,Real,8-San Antonio,599,18,3340
2013,Red River,4-Tyler,2634,21,12807
2013,Reeves,9-Midland,3124,22,14292
2013,Refugio,11-Edinburg,1714,23,7421
2013,Roberts,1-Lubbock,235,25,938
2013,Robertson,7-Austin,3899,23,16666
2013,Rockwall,3-Arlington,24050,28,85092
2013,Runnels,2-Abilene,2577,24,10621
2013,Rusk,4-Tyler,11893,22,53154
2013,Sabine,5-Beaumont,1970,19,10551
2013,San Augustine,5-Beaumont,1705,20,8709
2013,San Jacinto,5-Beaumont,6178,23,27081
2013,San Patricio,11-Edinburg,17963,27,66556
2013,San Saba,7-Austin,1198,20,5989
2013,Schleicher,9-Midland,962,29,3327
2013,Scurry,2-Abilene,4308,25,17304
2013,Shackelford,2-Abilene,757,23,3347
2013,Shelby,5-Beaumont,6647,26,25503
2013,Sherman,1-Lubbock,843,27,3070
2013,Smith,4-Tyler,54726,25,217455
2013,Somervell,3-Arlington,2079,24,8662
2013,Starr,11-Edinburg,20307,33,62242
2013,Stephens,2-Abilene,2199,23,9580
2013,Sterling,9-Midland,272,23,1178
2013,Stonewall,2-Abilene,309,21,1487
2013,Sutton,9-Midland,1028,25,4155
2013,Swisher,1-Lubbock,1945,25,7662
2013,Tarrant,3-Arlington,516865,27,1907230
2013,Taylor,2-Abilene,32882,25,134004
2013,Terrell,9-Midland,203,20,1000
2013,Terry,1-Lubbock,3339,26,12754
2013,Throckmorton,2-Abilene,329,21,1582
2013,Titus,4-Tyler,9582,29,32570
2013,Tom Green,9-Midland,26386,23,113593
2013,Travis,7-Austin,257828,23,1103585
2013,Trinity,5-Beaumont,2860,20,14482
2013,Tyler,5-Beaumont,4163,19,21602
2013,Upshur,4-Tyler,9381,23,39968
2013,Upton,9-Midland,942,27,3519
2013,Uvalde,8-San Antonio,7308,27,26741
2013,Val Verde,8-San Antonio,14186,29,48767
2013,Van Zandt,4-Tyler,12340,23,53399
2013,Victoria,8-San Antonio,22839,25,89755
2013,Walker,6-Houston,11601,17,69367
2013,Waller,6-Houston,10922,24,45249
2013,Ward,9-Midland,3152,28,11347
2013,Washington,7-Austin,7440,22,34048
2013,Webb,11-Edinburg,85085,33,257514
2013,Wharton,6-Houston,10821,26,41515
2013,Wheeler,1-Lubbock,1384,25,5520
2013,Wichita,2-Abilene,30175,23,131748
2013,Wilbarger,2-Abilene,3246,24,13344
2013,Willacy,11-Edinburg,5644,25,22154
2013,Williamson,7-Austin,129412,28,468146
2013,Wilson,8-San Antonio,11322,25,45454
2013,Winkler,9-Midland,2253,29,7645
2013,Wise,3-Arlington,15025,25,61121
2013,Wood,4-Tyler,8559,20,42984
2013,Yoakum,1-Lubbock,2581,32,8188
2013,Young,2-Abilene,4396,24,18555
2013,Zapata,11-Edinburg,4735,33,14183
2013,Zavala,8-San Antonio,3634,30,11960
2012,Anderson,4-Tyler,11319,19,58457
2012,Andrews,9-Midland,4685,29,15919
2012,Angelina,5-Beaumont,23250,27,87642
2012,Aransas,11-Edinburg,4542,19,23981
2012,Archer,2-Abilene,2056,23,8875
2012,Armstrong,1-Lubbock,396,21,1913
2012,Atascosa,8-San Antonio,12852,28,46113
2012,Austin,6-Houston,6981,24,28791
2012,Bailey,1-Lubbock,2242,31,7246
2012,Bandera,8-San Antonio,3793,18,20612
2012,Bastrop,7-Austin,19785,26,76532
2012,Baylor,2-Abilene,773,21,3679
2012,Bee,11-Edinburg,7031,22,32335
2012,Bell,7-Austin,91759,29,319503
2012,Bexar,8-San Antonio,477045,27,1786596
2012,Blanco,7-Austin,2204,21,10683
2012,Borden,9-Midland,127,20,646
2012,Bosque,7-Austin,3947,22,18076
2012,Bowie,4-Tyler,21608,23,92565
2012,Brazoria,6-Houston,88557,27,325104
2012,Brazos,7-Austin,42034,21,200754
2012,Brewster,10-El Paso,1922,21,9219
2012,Briscoe,1-Lubbock,339,21,1610
2012,Brooks,11-Edinburg,1935,27,7215
2012,Brown,2-Abilene,8967,23,38310
2012,Burleson,7-Austin,4022,23,17297
2012,Burnet,7-Austin,9827,22,43762
2012,Caldwell,7-Austin,10106,26,39200
2012,Calhoun,8-San Antonio,5551,26,21685
2012,Callahan,2-Abilene,3052,23,13515
2012,Cameron,11-Edinburg,132092,32,411458
2012,Camp,4-Tyler,3303,26,12554
2012,Carson,1-Lubbock,1491,25,6081
2012,Cass,4-Tyler,6906,23,30487
2012,Castro,1-Lubbock,2344,30,7827
2012,Chambers,6-Houston,10009,28,36319
2012,Cherokee,4-Tyler,13129,26,51124
2012,Childress,1-Lubbock,1483,21,7048
2012,Clay,2-Abilene,2270,22,10555
2012,Cochran,1-Lubbock,894,29,3130
2012,Coke,9-Midland,670,20,3288
2012,Coleman,2-Abilene,1944,22,8802
